"X1","X2"
3.72239497017078,3.01680363538901
5.27757054826749,5.83909874934636
3.73396155024774,3.28573142748761
3.16055034254715,4.98896428465003
1.38229447373261,3.94696051719696
4.41721324576995,2.33875972506482
5.04905920530619,4.21784388241469
1.98061830560159,4.8347561552222
2.69346370537861,4.08742440554696
3.43497127361693,4.60658728365284
4.04929453320409,3.59483814401513
4.38111361570331,5.03217131836774
5.19920239205092,5.15571618437169
5.45771420078687,4.6413393385044
5.30039421370632,4.54365694500765
2.84411355489609,4.25380767032577
3.64856205348014,5.08084982343881
4.80101406664225,3.02244644692336
4.62599899585282,4.91875943186281
3.22885550711609,1.49330732451954
4.55437213981589,3.84748888018432
4.1806907499858,3.01086107272807
5.29081568199044,3.4012122142996
1.99637998025431,4.34580180860819
2.99771544102867,7.20179689673568
4.67083993314554,3.13608698290476
1.46446154058108,4.1884611504517
4.24918896571922,3.22555982387332
3.44061248445602,3.73779262971137
4.52752672021963,3.14241086558606
3.3726992062965,2.98715581573856
5.11230058959466,5.14000449579039
3.31388693533979,4.06818957378682
5.28742538164593,4.44667225029659
2.20452374517638,1.82132000158962
3.57174314221959,3.89322903447971
3.92270364575194,4.50982582280062
3.42268769930917,4.31433960287989
4.64981343029757,2.49548450964097
3.14899927389899,4.15382629307573
3.77463161232206,3.73864811777633
2.5993883021849,5.48630593534845
3.75460923121077,5.19310416700436
4.04692198004405,3.22683302479544
4.60280247140102,5.55949954776875
5.24360289004328,4.70753918272523
3.96288095514753,3.96029120807722
2.98070564506294,4.23893415683649
3.59288933515018,3.29524040831552
3.66142134586433,4.72602684538
4.32337925440636,3.32437937041934
5.31694265364468,3.48044485764256
2.40997459209036,3.24086730086906
2.27690017848625,5.08395044180777
5.08228983877216,4.64967379943481
5.62010482041367,4.13246192409633
4.52729516142499,3.67486482507356
3.61950708314607,2.90524597431265
5.17909349081526,4.36303059012083
5.10573655579982,4.35639398914542
4.08712746486342,3.88035666639974
5.43270310909071,5.23734818501726
4.11725175704846,3.00518988119241
5.05954253926466,4.40744388030037
4.43321356389468,4.28653684622841
4.59738728738536,4.36535963217144
3.95868060690633,5.11051437330703
3.42623971249803,2.85279696460392
6.46818719046552,3.48879240200453
3.53194315750583,4.72975665117412
4.94973481609011,4.94239410887338
4.43924863649968,2.78391467158165
2.83239529530738,3.53547278965108
3.36408842321056,4.62250075598817
3.59005848641928,4.38785822473528
4.20213347606783,3.26030259502513
4.10225792924694,2.69392986359131
5.05159272089756,4.85262014834839
3.09034963922277,2.21431932780116
4.88477110678927,6.13748945885178
3.20729501715396,4.38954619516781
2.49986595926727,3.10675078046888
4.36830166895036,5.21074200939614
2.0453103996515,3.48265150054636
3.023413428777,3.38547829954344
4.48980002181072,5.7855581844191
4.10345336718213,3.98670475571894
4.69014996987044,2.95390850467486
6.08000195789067,3.44464885433682
3.82771069935256,3.04335202944429
4.21425130200128,4.08571726754366
3.76216689520674,4.46522166174354
2.9993127732997,3.64249902582092
4.28914638875118,4.79184059692069
3.49546672198896,3.92422905265915
3.92135810216158,3.76150079275998
4.41861354961469,5.79648949530493
3.17780383060377,2.37939229153525
6.42058807699937,4.90899316764757
2.97387074789846,5.70201453276565
3.84620587464893,3.12888107313235
4.99393619757492,3.54495498982078
4.99493189194986,4.63492710252088
2.91481566461757,4.74641376471852
3.81980675027658,3.23338688958926
3.72060994790505,3.93453377960729
4.15228388093233,3.82397845146236
3.73248022001267,4.96282316263838
3.74833094628913,4.49360995912615
4.49534228958663,2.64004157614259
4.29226867595569,4.69328467959892
3.45751507132982,6.08018343008068
2.35161426639795,3.95059704520538
5.07380473187278,4.07227779697545
6.20017581271976,3.69108806425843
3.54934884410805,5.01981655220819
5.75343204778548,2.89516118998823
3.65755699343358,4.40396052781743
3.67855000259716,4.49875755685075
4.42886831796159,4.39576492398565
4.45107054732118,4.72924354474475
2.31916492571296,3.53493369182157
2.65489049577014,5.2809626507071
5.45289815855148,4.79858551014437
4.88072904083432,4.00857148769335
3.09786538324,3.68194326946207
3.70717872163733,3.21205395754869
3.27816201370179,4.70931635101748
4.11145248662349,3.46333041304645
2.99128273047001,3.29879145121142
5.47713462272058,3.019861093393
2.1982097864566,2.48962874420152
4.67016045095223,4.63928028867518
3.68319668718899,5.08483573281806
2.76011304668247,5.78685612067508
2.31723394312972,3.27531749989942
6.51829050014866,4.46376254981848
3.34566215192318,3.77883931244375
4.62980532611941,3.98586551410657
5.17153053488122,2.04938268037637
3.94386390257643,3.36591239346214
3.40116945502825,5.23572939303144
3.58063163206145,4.30779236831702
4.60871471981816,3.68155355847866
4.45457342712021,4.60060237398001
3.72396261073541,2.83284073621747
2.89500513461211,3.85337063846512
4.74073509793425,3.0037209441298
5.94746297576071,3.45351239188304
2.74547780375451,1.99225765300287
4.49362071370485,4.1390953132098
4.59244169712456,4.05280124181394
3.90073880828591,3.76746152484612
1.9009067984355,4.35850683021822
4.42313308303586,4.80689773346404
3.52068885823398,4.65049748723736
2.39699688548794,1.57938147303685
5.54600920253774,4.21760802000977
4.39570953829743,4.16921393261493
4.16940808119312,2.59259556675903
3.84508198438086,3.72939023251829
3.29299730267037,4.69070418575301
2.80536863950458,3.84667614143557
3.17933587947198,5.07232230287524
5.8703865674946,5.53590653845557
4.64910893401717,4.31821454341676
4.26105269583625,5.30517590658862
4.77442569492074,6.29739986327947
4.5743820635279,2.8277914738822
3.01767539304426,3.57237191832486
4.12503736263615,5.04102833907949
4.05501277547618,4.59580041254608
4.38147113536456,5.3550748255489
5.19085045863933,2.12188278261524
2.39797494139247,3.57270128893177
5.61978663381596,2.74886662896589
5.30560486194025,4.30586154478632
5.25275306929552,4.52730822183893
3.58067238498548,3.72119444157244
4.6680673681046,5.07415528765271
3.96520720142461,4.90414126402503
5.45359734356541,2.76665138525813
4.40518343757152,4.00773226358043
4.89161605375017,3.563880941396
1.43508480781996,4.6371522654685
2.69108697905409,3.09857491425334
3.95533791298636,5.89969342882121
2.91684775442085,5.17846468038358
4.42933495029972,3.78813293378349
3.5262598976834,3.38207927123715
6.69606841580875,4.49307191883242
5.34843002994782,3.72701940107628
4.00112813157005,3.98625656704869
5.57554195194198,2.65414524660144
4.53051299812666,4.4302654208577
4.51883609549362,3.45472656026134
4.6689725427589,3.55907490306719
3.9508512869795,4.00310003308903
3.63372434081495,4.04586400361447
3.08594559900786,4.9542297772892
2.53835557813908,2.97953834104268
3.50055907724539,4.80340694396852
4.75597556809795,4.40490429194902
4.03070715710786,4.00822149664277
3.68556877830704,3.74183971226612
4.09370296883145,2.55131174117806
2.63573174189685,2.86547244845695
3.32175284010065,4.83528295297762
4.50076886172164,2.76437197170466
5.03156263703891,2.98131418457809
3.69580942735506,5.26476886088999
3.2377480528511,3.81346656252819
4.34534006040601,4.86987575059611
5.13347786099965,5.12999384719792
2.94793835786279,5.68766317049423
4.69315211401229,4.37883351953474
5.09035059873175,4.33729383186249
3.77088138598082,3.41008763306554
2.77643188144543,2.70885933812991
4.01790856244598,5.08619825201213
4.75002095477264,4.26038376173167
4.86112191708939,3.33809804352204
2.49153161003464,4.54613199459024
5.11343212734121,6.2557824493766
4.48834874769424,1.57804435595994
4.16519158741547,3.7091426950924
5.78552007529763,4.61732219100969
3.66491770200408,4.46371462859251
4.79013701603514,4.83403762805472
5.95624795831956,1.89710456810685
3.74293634125603,3.9091461877427
4.68039883763948,2.77854753869475
4.57125664956978,3.24103130296949
5.00497383748557,3.73396829829983
3.33210187381721,3.91479317002139
5.00732580111807,4.21552255695236
6.78885707323716,3.09524895473528
4.96862844842933,5.07718848436848
4.35384663829682,3.66911411604847
3.06728183418301,3.41558172282792
3.63967746754673,5.17894607840152
4.22208259083348,3.41503032856999
4.35511727978497,4.69317604097023
3.97683161572584,2.81114481176303
2.70088356317367,5.43903751358331
5.14299441755822,5.85887815482012
2.6939714288715,6.34962716722223
3.36730820366554,2.84540292266665
5.41136849886232,3.93243363512198
3.89487745133521,4.15209606579279
4.96314948620669,4.58279977770339
2.96200819482209,3.61506613126941
